time,ref_x,ref_y,ref_z
5.060000,12.748841,0.000000,0.000000
5.070000,12.798837,0.000000,0.000000
5.080000,12.848832,0.000000,0.000000
5.090000,12.898827,0.000000,0.000000
5.100000,12.948822,0.000000,0.000000
5.110000,12.998817,0.000000,0.000000
5.120000,13.048811,0.000000,0.000000
5.130000,13.098806,0.000000,0.000000
5.140000,13.148801,0.000000,0.000000
5.150000,13.198796,0.000000,0.000000
5.160000,13.248790,0.000000,0.000000
5.170000,13.298785,0.000000,0.000000
5.180000,13.348780,0.000000,0.000000
5.190000,13.398774,0.000000,0.000000
5.200000,13.448768,0.000000,0.000000
5.210000,13.498763,0.000000,0.000000
5.220000,13.548757,0.000000,0.000000
5.230000,13.598751,0.000000,0.000000
5.240000,13.648745,0.000000,0.000000
5.250000,13.698739,0.000000,0.000000
5.260000,13.748733,0.000000,0.000000
5.270000,13.798727,0.000000,0.000000
5.280000,13.848720,0.000000,0.000000
5.290000,13.898714,0.000000,0.000000
5.300000,13.948707,0.000000,0.000000
5.310000,13.998701,0.000000,0.000000
5.320000,14.048694,0.000000,0.000000
5.330000,14.098687,0.000000,0.000000
5.340000,14.148680,0.000000,0.000000
5.350000,14.198673,0.000000,0.000000
5.360000,14.248665,0.000000,0.000000
5.370000,14.298658,0.000000,0.000000
5.380000,14.348650,0.000000,0.000000
5.390000,14.398642,0.000000,0.000000
5.400000,14.448634,0.000000,0.000000
5.410000,14.498626,0.000000,0.000000
5.420000,14.548618,0.000000,0.000000
5.430000,14.598609,0.000000,0.000000
5.440000,14.648601,0.000000,0.000000
5.450000,14.698592,0.000000,0.000000
5.460000,14.748583,0.000000,0.000000
5.470000,14.798573,0.000000,0.000000
5.480000,14.848564,0.000000,0.000000
5.490000,14.898554,0.000000,0.000000
5.500000,14.948544,0.000000,0.000000
5.510000,14.998534,0.000000,0.000000
5.520000,15.048523,0.000000,0.000000
5.530000,15.098512,0.000000,0.000000
5.540000,15.148501,0.000000,0.000000
5.550000,15.198490,0.000000,0.000000
5.560000,15.248478,0.000000,0.000000
5.570000,15.298466,0.000000,0.000000
5.580000,15.348454,0.000000,0.000000
5.590000,15.398441,0.000000,0.000000
5.600000,15.448428,0.000000,0.000000
5.610000,15.498414,0.000000,0.000000
5.620000,15.548400,0.000000,0.000000
5.630000,15.598386,0.000000,0.000000
5.640000,15.648371,0.000000,0.000000
5.650000,15.698356,0.000000,0.000000
5.660000,15.748340,0.000000,0.000000
5.670000,15.798324,0.000000,0.000000
5.680000,15.848307,0.000000,0.000000
5.690000,15.898290,0.000000,0.000000
5.700000,15.948272,0.000000,0.000000
5.710000,15.998254,0.000000,0.000000
5.720000,16.048235,0.000000,0.000000
5.730000,16.098215,0.000000,0.000000
5.740000,16.148195,0.000000,0.000000
5.750000,16.198174,0.000000,0.000000
5.760000,16.248153,0.000000,0.000000
5.770000,16.298130,0.000000,0.000000
5.780000,16.348107,0.000000,0.000000
5.790000,16.398083,0.000000,0.000000
5.800000,16.448059,0.000000,0.000000
5.810000,16.498033,0.000000,0.000000
5.820000,16.548007,0.000000,0.000000
5.830000,16.597979,0.000000,0.000000
5.840000,16.647951,0.000000,0.000000
5.850000,16.697922,0.000000,0.000000
5.860000,16.747891,0.000000,0.000000
5.870000,16.797860,0.000000,0.000000
5.880000,16.847827,0.000000,0.000000
5.890000,16.897794,0.000000,0.000000
5.900000,16.947759,0.000000,0.000000
5.910000,16.997722,0.000000,0.000000
5.920000,17.047685,0.000000,0.000000
5.930000,17.097646,0.000000,0.000000
5.940000,17.147605,0.000000,0.000000
5.950000,17.197564,0.000000,0.000000
5.960000,17.247520,0.000000,0.000000
5.970000,17.297475,0.000000,0.000000
5.980000,17.347428,0.000000,0.000000
5.990000,17.397380,0.000000,0.000000
6.000000,17.447329,0.000000,0.000000
6.010000,17.497277,0.000000,0.000000
6.020000,17.547223,0.000000,0.000000
6.030000,17.597167,0.000000,0.000000
6.040000,17.647108,0.000000,0.000000
6.050000,17.697048,0.000000,0.000000
6.060000,17.746985,0.000000,0.000000
6.070000,17.796920,0.000000,0.000000
6.080000,17.846852,0.000000,0.000000
6.090000,17.896781,0.000000,0.000000
6.100000,17.946708,0.000000,0.000000
6.110000,17.996632,0.000000,0.000000
6.120000,18.046553,0.000000,0.000000
6.130000,18.096471,0.000000,0.000000
6.140000,18.146386,0.000000,0.000000
6.150000,18.196298,0.000000,0.000000
6.160000,18.246206,0.000000,0.000000
6.170000,18.296110,0.000000,0.000000
6.180000,18.346011,0.000000,0.000000
6.190000,18.395908,0.000000,0.000000
6.200000,18.445801,0.000000,0.000000
6.210000,18.495690,0.000000,0.000000
6.220000,18.545574,0.000000,0.000000
6.230000,18.595454,0.000000,0.000000
6.240000,18.645329,0.000000,0.000000
6.250000,18.695199,0.000000,0.000000
6.260000,18.745064,0.000000,0.000000
6.270000,18.794924,0.000000,0.000000
6.280000,18.844778,0.000000,0.000000
6.290000,18.894626,0.000000,0.000000
6.300000,18.944469,0.000000,0.000000
6.310000,18.994305,0.000000,0.000000
6.320000,19.044135,0.000000,0.000000
6.330000,19.093958,0.000000,0.000000
6.340000,19.143774,0.000000,0.000000
6.350000,19.193582,0.000000,0.000000
6.360000,19.243383,0.000000,0.000000
6.370000,19.293177,0.000000,0.000000
6.380000,19.342962,0.000000,0.000000
6.390000,19.392738,0.000000,0.000000
6.400000,19.442506,0.000000,0.000000
6.410000,19.492264,0.000000,0.000000
6.420000,19.542013,0.000000,0.000000
6.430000,19.591752,0.000000,0.000000
6.440000,19.641480,0.000000,0.000000
6.450000,19.691198,0.000000,0.000000
6.460000,19.740905,0.000000,0.000000
6.470000,19.790599,0.000000,0.000000
6.480000,19.840282,0.000000,0.000000
6.490000,19.889952,0.000000,0.000000
6.500000,19.939609,0.000000,0.000000
6.510000,19.989253,0.000000,0.000000
6.520000,20.038882,0.000000,0.000000
6.530000,20.088497,0.000000,0.000000
6.540000,20.138096,0.000000,0.000000
6.550000,20.187680,0.000000,0.000000
6.560000,20.237247,0.000000,0.000000
6.570000,20.286797,0.000000,0.000000
6.580000,20.336329,0.000000,0.000000
6.590000,20.385843,0.000000,0.000000
6.600000,20.435337,0.000000,0.000000
6.610000,20.484812,0.000000,0.000000
6.620000,20.534265,0.000000,0.000000
6.630000,20.583698,0.000000,0.000000
6.640000,20.633107,0.000000,0.000000
6.650000,20.682494,0.000000,0.000000
6.660000,20.731857,0.000000,0.000000
6.670000,20.781194,0.000000,0.000000
6.680000,20.830506,0.000000,0.000000
6.690000,20.879791,0.000000,0.000000
6.700000,20.929048,0.000000,0.000000
6.710000,20.978275,0.000000,0.000000
6.720000,21.027473,0.000000,0.000000
6.730000,21.076639,0.000000,0.000000
6.740000,21.125773,0.000000,0.000000
6.750000,21.174874,0.000000,0.000000
6.760000,21.223939,0.000000,0.000000
6.770000,21.272969,0.000000,0.000000
6.780000,21.321960,0.000000,0.000000
6.790000,21.370914,0.000000,0.000000
6.800000,21.419826,0.000000,0.000000
6.810000,21.468697,0.000000,0.000000
6.820000,21.517525,0.000000,0.000000
6.830000,21.566308,0.000000,0.000000
6.840000,21.615045,0.000000,0.000000
6.850000,21.663733,0.000000,0.000000
6.860000,21.712372,0.000000,0.000000
6.870000,21.760959,0.000000,0.000000
6.880000,21.809493,0.000000,0.000000
6.890000,21.857972,0.000000,0.000000
6.900000,21.906394,0.000000,0.000000
6.910000,21.954757,0.000000,0.000000
6.920000,22.003059,0.000000,0.000000
6.930000,22.051297,0.000000,0.000000
6.940000,22.099471,0.000000,0.000000
6.950000,22.147577,0.000000,0.000000
6.960000,22.195614,0.000000,0.000000
6.970000,22.243579,0.000000,0.000000
6.980000,22.291469,0.000000,0.000000
6.990000,22.339283,0.000000,0.000000
7.000000,22.387018,0.000000,0.000000
7.010000,22.434672,0.000000,0.000000
7.020000,22.482241,0.000000,0.000000
7.030000,22.529724,0.000000,0.000000
7.040000,22.577118,0.000000,0.000000
7.050000,22.624420,0.000000,0.000000
7.060000,22.671627,0.000000,0.000000
7.070000,22.718737,0.000000,0.000000
7.080000,22.765747,0.000000,0.000000
7.090000,22.812653,0.000000,0.000000
7.100000,22.859454,0.000000,0.000000
7.110000,22.906146,0.000000,0.000000
7.120000,22.952726,0.000000,0.000000
7.130000,22.999191,0.000000,0.000000
7.140000,23.045538,0.000000,0.000000
7.150000,23.091765,0.000000,0.000000
7.160000,23.137868,0.000000,0.000000
7.170000,23.183843,0.000000,0.000000
7.180000,23.229689,0.000000,0.000000
7.190000,23.275402,0.000000,0.000000
7.200000,23.320978,0.000000,0.000000
7.210000,23.366415,0.000000,0.000000
7.220000,23.411710,0.000000,0.000000
7.230000,23.456860,0.000000,0.000000
7.240000,23.501861,0.000000,0.000000
7.250000,23.546710,0.000000,0.000000
7.260000,23.591406,0.000000,0.000000
7.270000,23.635944,0.000000,0.000000
7.280000,23.680322,0.000000,0.000000
7.290000,23.724537,0.000000,0.000000
7.300000,23.768586,0.000000,0.000000
7.310000,23.812466,0.000000,0.000000
7.320000,23.856176,0.000000,0.000000
7.330000,23.899712,0.000000,0.000000
7.340000,23.943072,0.000000,0.000000
7.350000,23.986253,0.000000,0.000000
7.360000,24.029253,0.000000,0.000000
7.370000,24.072071,0.000000,0.000000
7.380000,24.114703,0.000000,0.000000
7.390000,24.157148,0.000000,0.000000
7.400000,24.199404,0.000000,0.000000
7.410000,24.241470,0.000000,0.000000
7.420000,24.283344,0.000000,0.000000
7.430000,24.325024,0.000000,0.000000
7.440000,24.366509,0.000000,0.000000
7.450000,24.407798,0.000000,0.000000
7.460000,24.448889,0.000000,0.000000
7.470000,24.489783,0.000000,0.000000
7.480000,24.530478,0.000000,0.000000
7.490000,24.570974,0.000000,0.000000
7.500000,24.611270,0.000000,0.000000
7.510000,24.651366,0.000000,0.000000
7.520000,24.691263,0.000000,0.000000
7.530000,24.730959,0.000000,0.000000
7.540000,24.770456,0.000000,0.000000
7.550000,24.809753,0.000000,0.000000
7.560000,24.848852,0.000000,0.000000
7.570000,24.887753,0.000000,0.000000
7.580000,24.926457,0.000000,0.000000
7.590000,24.964964,0.000000,0.000000
7.600000,25.003277,0.000000,0.000000
7.610000,25.041396,0.000000,0.000000
7.620000,25.079323,0.000000,0.000000
7.630000,25.117059,0.000000,0.000000
7.640000,25.154606,0.000000,0.000000
7.650000,25.191966,0.000000,0.000000
7.660000,25.229141,0.000000,0.000000
7.670000,25.266134,0.000000,0.000000
7.680000,25.302945,0.000000,0.000000
7.690000,25.339578,0.000000,0.000000
7.700000,25.376035,0.000000,0.000000
7.710000,25.412318,0.000000,0.000000
7.720000,25.448429,0.000000,0.000000
7.730000,25.484373,0.000000,0.000000
7.740000,25.520150,0.000000,0.000000
7.750000,25.555765,0.000000,0.000000
7.760000,25.591220,0.000000,0.000000
7.770000,25.626517,0.000000,0.000000
7.780000,25.661660,0.000000,0.000000
7.790000,25.696651,0.000000,0.000000
7.800000,25.731494,0.000000,0.000000
7.810000,25.766192,0.000000,0.000000
7.820000,25.800747,0.000000,0.000000
7.830000,25.835163,0.000000,0.000000
7.840000,25.869443,0.000000,0.000000
7.850000,25.903590,0.000000,0.000000
7.860000,25.937607,0.000000,0.000000
7.870000,25.971497,0.000000,0.000000
7.880000,26.005263,0.000000,0.000000
7.890000,26.038908,0.000000,0.000000
7.900000,26.072435,0.000000,0.000000
7.910000,26.105848,0.000000,0.000000
7.920000,26.139149,0.000000,0.000000
7.930000,26.172341,0.000000,0.000000
7.940000,26.205426,0.000000,0.000000
7.950000,26.238409,0.000000,0.000000
7.960000,26.271292,0.000000,0.000000
7.970000,26.304077,0.000000,0.000000
7.980000,26.336768,0.000000,0.000000
7.990000,26.369367,0.000000,0.000000
8.000000,26.401876,0.000000,0.000000
8.010000,26.434299,0.000000,0.000000
8.020000,26.466638,0.000000,0.000000
8.030000,26.498896,0.000000,0.000000
8.040000,26.531074,0.000000,0.000000
8.050000,26.563176,0.000000,0.000000
8.060000,26.595204,0.000000,0.000000
8.070000,26.627160,0.000000,0.000000
8.080000,26.659046,0.000000,0.000000
8.090000,26.690865,0.000000,0.000000
8.100000,26.722619,0.000000,0.000000
8.110000,26.754310,0.000000,0.000000
8.120000,26.785940,0.000000,0.000000
8.130000,26.817510,0.000000,0.000000
8.140000,26.849024,0.000000,0.000000
8.150000,26.880483,0.000000,0.000000
8.160000,26.911888,0.000000,0.000000
8.170000,26.943242,0.000000,0.000000
8.180000,26.974546,0.000000,0.000000
8.190000,27.005802,0.000000,0.000000
8.200000,27.037011,0.000000,0.000000
8.210000,27.068176,0.000000,0.000000
8.220000,27.099297,0.000000,0.000000
8.230000,27.130377,0.000000,0.000000
8.240000,27.161417,0.000000,0.000000
8.250000,27.192417,0.000000,0.000000
8.260000,27.223381,0.000000,0.000000
8.270000,27.254308,0.000000,0.000000
8.280000,27.285200,0.000000,0.000000
8.290000,27.316058,0.000000,0.000000
8.300000,27.346885,0.000000,0.000000
8.310000,27.377679,0.000000,0.000000
8.320000,27.408444,0.000000,0.000000
8.330000,27.439180,0.000000,0.000000
8.340000,27.469888,0.000000,0.000000
8.350000,27.500569,0.000000,0.000000
8.360000,27.531224,0.000000,0.000000
8.370000,27.561854,0.000000,0.000000
8.380000,27.592459,0.000000,0.000000
8.390000,27.623042,0.000000,0.000000
8.400000,27.653602,0.000000,0.000000
8.410000,27.684141,0.000000,0.000000
8.420000,27.714659,0.000000,0.000000
8.430000,27.745157,0.000000,0.000000
8.440000,27.775636,0.000000,0.000000
8.450000,27.806097,0.000000,0.000000
8.460000,27.836539,0.000000,0.000000
8.470000,27.866965,0.000000,0.000000
8.480000,27.897374,0.000000,0.000000
8.490000,27.927767,0.000000,0.000000
8.500000,27.958145,0.000000,0.000000
8.510000,27.988508,0.000000,0.000000
8.520000,28.018857,0.000000,0.000000
8.530000,28.049193,0.000000,0.000000
8.540000,28.079515,0.000000,0.000000
8.550000,28.109825,0.000000,0.000000
8.560000,28.140122,0.000000,0.000000
8.570000,28.170408,0.000000,0.000000
8.580000,28.200683,0.000000,0.000000
8.590000,28.230947,0.000000,0.000000
8.600000,28.261201,0.000000,0.000000
8.610000,28.291445,0.000000,0.000000
8.620000,28.321679,0.000000,0.000000
8.630000,28.351904,0.000000,0.000000
8.640000,28.382120,0.000000,0.000000
8.650000,28.412327,0.000000,0.000000
8.660000,28.442527,0.000000,0.000000
8.670000,28.472718,0.000000,0.000000
8.680000,28.502902,0.000000,0.000000
8.690000,28.533079,0.000000,0.000000
8.700000,28.563248,0.000000,0.000000
8.710000,28.593411,0.000000,0.000000
8.720000,28.623567,0.000000,0.000000
8.730000,28.653718,0.000000,0.000000
8.740000,28.683862,0.000000,0.000000
8.750000,28.714000,0.000000,0.000000
8.760000,28.744133,0.000000,0.000000
8.770000,28.774260,0.000000,0.000000
8.780000,28.804383,0.000000,0.000000
8.790000,28.834500,0.000000,0.000000
8.800000,28.864613,0.000000,0.000000
8.810000,28.894721,0.000000,0.000000
8.820000,28.924825,0.000000,0.000000
8.830000,28.954925,0.000000,0.000000
8.840000,28.985021,0.000000,0.000000
8.850000,29.015112,0.000000,0.000000
8.860000,29.045200,0.000000,0.000000
8.870000,29.075285,0.000000,0.000000
8.880000,29.105366,0.000000,0.000000
8.890000,29.135443,0.000000,0.000000
8.900000,29.165518,0.000000,0.000000
8.910000,29.195589,0.000000,0.000000
8.920000,29.225658,0.000000,0.000000
8.930000,29.255724,0.000000,0.000000
8.940000,29.285787,0.000000,0.000000
8.950000,29.315847,0.000000,0.000000
8.960000,29.345905,0.000000,0.000000
8.970000,29.375960,0.000000,0.000000
8.980000,29.406013,0.000000,0.000000
8.990000,29.436064,0.000000,0.000000
9.000000,29.466113,0.000000,0.000000
9.010000,29.496160,0.000000,0.000000
9.020000,29.526205,0.000000,0.000000
9.030000,29.556248,0.000000,0.000000
9.040000,29.586289,0.000000,0.000000
9.050000,29.616328,0.000000,0.000000
9.060000,29.646365,0.000000,0.000000
9.070000,29.676401,0.000000,0.000000
9.080000,29.706436,0.000000,0.000000
9.090000,29.736469,0.000000,0.000000
9.100000,29.766500,0.000000,0.000000
9.110000,29.796530,0.000000,0.000000
9.120000,29.826559,0.000000,0.000000
9.130000,29.856587,0.000000,0.000000
9.140000,29.886613,0.000000,0.000000
9.150000,29.916638,0.000000,0.000000
9.160000,29.946662,0.000000,0.000000
9.170000,29.976685,0.000000,0.000000
9.180000,30.006707,0.000000,0.000000
9.190000,30.036728,0.000000,0.000000
9.200000,30.066748,0.000000,0.000000
9.210000,30.096767,0.000000,0.000000
9.220000,30.126785,0.000000,0.000000
9.230000,30.156802,0.000000,0.000000
9.240000,30.186819,0.000000,0.000000
9.250000,30.216834,0.000000,0.000000
9.260000,30.246849,0.000000,0.000000
9.270000,30.276863,0.000000,0.000000
9.280000,30.306877,0.000000,0.000000
9.290000,30.336889,0.000000,0.000000
9.300000,30.366901,0.000000,0.000000
9.310000,30.396913,0.000000,0.000000
9.320000,30.426924,0.000000,0.000000
9.330000,30.456934,0.000000,0.000000
9.340000,30.486944,0.000000,0.000000
9.350000,30.516953,0.000000,0.000000
9.360000,30.546962,0.000000,0.000000
9.370000,30.576970,0.000000,0.000000
9.380000,30.606978,0.000000,0.000000
9.390000,30.636985,0.000000,0.000000
9.400000,30.666992,0.000000,0.000000
9.410000,30.696999,0.000000,0.000000
9.420000,30.727005,0.000000,0.000000
9.430000,30.757011,0.000000,0.000000
9.440000,30.787016,0.000000,0.000000
9.450000,30.817021,0.000000,0.000000
9.460000,30.847025,0.000000,0.000000
9.470000,30.877030,0.000000,0.000000
9.480000,30.907034,0.000000,0.000000
9.490000,30.937037,0.000000,0.000000
9.500000,30.967041,0.000000,0.000000
9.510000,30.997044,0.000000,0.000000
9.520000,31.027047,0.000000,0.000000
9.530000,31.057049,0.000000,0.000000
9.540000,31.087052,0.000000,0.000000
9.550000,31.117054,0.000000,0.000000
9.560000,31.147056,0.000000,0.000000
9.570000,31.177057,0.000000,0.000000
9.580000,31.207059,0.000000,0.000000
9.590000,31.237060,0.000000,0.000000
9.600000,31.267061,0.000000,0.000000
9.610000,31.297062,0.000000,0.000000
9.620000,31.327063,0.000000,0.000000
9.630000,31.357063,0.000000,0.000000
9.640000,31.387064,0.000000,0.000000
9.650000,31.417064,0.000000,0.000000
9.660000,31.447064,0.000000,0.000000
9.670000,31.477064,0.000000,0.000000
9.680000,31.507063,0.000000,0.000000
9.690000,31.537063,0.000000,0.000000
9.700000,31.567062,0.000000,0.000000
9.710000,31.597062,0.000000,0.000000
9.720000,31.627061,0.000000,0.000000
9.730000,31.657060,0.000000,0.000000
9.740000,31.687059,0.000000,0.000000
9.750000,31.717058,0.000000,0.000000
9.760000,31.747057,0.000000,0.000000
9.770000,31.777056,0.000000,0.000000
9.780000,31.807054,0.000000,0.000000
9.790000,31.837053,0.000000,0.000000
9.800000,31.867051,0.000000,0.000000
9.810000,31.897049,0.000000,0.000000
9.820000,31.927048,0.000000,0.000000
9.830000,31.957046,0.000000,0.000000
9.840000,31.987044,0.000000,0.000000
9.850000,32.017042,0.000000,0.000000
9.860000,32.047040,0.000000,0.000000
9.870000,32.077038,0.000000,0.000000
9.880000,32.107036,0.000000,0.000000
9.890000,32.137033,0.000000,0.000000
9.900000,32.167031,0.000000,0.000000
9.910000,32.197029,0.000000,0.000000
9.920000,32.227026,0.000000,0.000000
9.930000,32.257024,0.000000,0.000000
9.940000,32.287022,0.000000,0.000000
9.950000,32.317019,0.000000,0.000000
9.960000,32.347016,0.000000,0.000000
9.970000,32.377014,0.000000,0.000000
9.980000,32.407011,0.000000,0.000000
9.990000,32.437008,0.000000,0.000000
10.000000,32.467006,0.000000,0.000000
